m,TagName,
"2012-10-01 00:00:00","ruby","2251"
"2012-10-01 00:00:00","swift","4"
"2012-11-01 00:00:00","assembly","303"
"2012-11-01 00:00:00","c","3179"
"2012-11-01 00:00:00","c#","12200"
"2012-11-01 00:00:00","c++","6252"
"2012-11-01 00:00:00","delphi","441"
"2012-11-01 00:00:00","go","103"
"2012-11-01 00:00:00","java","13540"
"2012-11-01 00:00:00","javascript","12299"
"2012-11-01 00:00:00","perl","636"
"2012-11-01 00:00:00","php","11711"
"2012-11-01 00:00:00","python","6379"
"2012-11-01 00:00:00","r","1344"
"2012-11-01 00:00:00","ruby","2127"
"2012-11-01 00:00:00","swift","4"
"2012-12-01 00:00:00","assembly","261"
"2012-12-01 00:00:00","c","2556"
"2012-12-01 00:00:00","c#","10921"
"2012-12-01 00:00:00","c++","5668"
"2012-12-01 00:00:00","delphi","427"
"2012-12-01 00:00:00","go","112"
"2012-12-01 00:00:00","java","12367"
"2012-12-01 00:00:00","javascript","11711"
"2012-12-01 00:00:00","perl","551"
"2012-12-01 00:00:00","php","10986"
"2012-12-01 00:00:00","python","5734"
"2012-12-01 00:00:00","r","1210"
"2012-12-01 00:00:00","ruby","1902"
"2012-12-01 00:00:00","swift","4"
"2013-01-01 00:00:00","assembly","291"
"2013-01-01 00:00:00","c","2895"
"2013-01-01 00:00:00","c#","12709"
"2013-01-01 00:00:00","c++","6013"
"2013-01-01 00:00:00","delphi","479"
"2013-01-01 00:00:00","go","101"
"2013-01-01 00:00:00","java","13648"
"2013-01-01 00:00:00","javascript","13737"
"2013-01-01 00:00:00","perl","659"
"2013-01-01 00:00:00","php","12800"
"2013-01-01 00:00:00","python","6543"
"2013-01-01 00:00:00","r","1504"
"2013-01-01 00:00:00","ruby","2296"
"2013-01-01 00:00:00","swift","5"
"2013-02-01 00:00:00","assembly","324"
"2013-02-01 00:00:00","c","3087"
"2013-02-01 00:00:00","c#","12450"
"2013-02-01 00:00:00","c++","6042"
"2013-02-01 00:00:00","delphi","445"
"2013-02-01 00:00:00","go","117"
"2013-02-01 00:00:00","java","13622"
"2013-02-01 00:00:00","javascript","13580"
"2013-02-01 00:00:00","perl","745"
"2013-02-01 00:00:00","php","12445"
"2013-02-01 00:00:00","python","6709"
"2013-02-01 00:00:00","r","1655"
"2013-02-01 00:00:00","ruby","2208"
"2013-02-01 00:00:00","swift","6"
"2013-03-01 00:00:00","assembly","367"
"2013-03-01 00:00:00","c","3416"
"2013-03-01 00:00:00","c#","14195"
"2013-03-01 00:00:00","c++","7153"
"2013-03-01 00:00:00","delphi","523"
"2013-03-01 00:00:00","go","126"
"2013-03-01 00:00:00","java","15829"
"2013-03-01 00:00:00","javascript","15219"
"2013-03-01 00:00:00","perl","849"
"2013-03-01 00:00:00","php","14008"
"2013-03-01 00:00:00","python","7586"
"2013-03-01 00:00:00","r","1839"
"2013-03-01 00:00:00","ruby","2550"
"2013-03-01 00:00:00","swift","5"
"2013-04-01 00:00:00","assembly","330"
"2013-04-01 00:00:00","c","3513"
"2013-04-01 00:00:00","c#","13826"
"2013-04-01 00:00:00","c++","7090"
"2013-04-01 00:00:00","delphi","508"
"2013-04-01 00:00:00","go","125"
"2013-04-01 00:00:00","java","16121"
"2013-04-01 00:00:00","javascript","15243"
"2013-04-01 00:00:00","perl","837"
"2013-04-01 00:00:00","php","13311"
"2013-04-01 00:00:00","python","7900"
"2013-04-01 00:00:00","r","1829"
"2013-04-01 00:00:00","ruby","2455"
"2013-04-01 00:00:00","swift","6"
"2013-05-01 00:00:00","assembly","300"
"2013-05-01 00:00:00","c","3181"
"2013-05-01 00:00:00","c#","13386"
"2013-05-01 00:00:00","c++","6799"
"2013-05-01 00:00:00","delphi","528"
"2013-05-01 00:00:00","go","141"
"2013-05-01 00:00:00","java","15158"
"2013-05-01 00:00:00","javascript","14976"
"2013-05-01 00:00:00","perl","900"
"2013-05-01 00:00:00","php","13001"
"2013-05-01 00:00:00","python","7775"
"2013-05-01 00:00:00","r","1775"
"2013-05-01 00:00:00","ruby","2332"
"2013-05-01 00:00:00","swift","2"
"2013-06-01 00:00:00","assembly","292"
"2013-06-01 00:00:00","c","2924"
"2013-06-01 00:00:00","c#","12714"
"2013-06-01 00:00:00","c++","6169"
"2013-06-01 00:00:00","delphi","474"
"2013-06-01 00:00:00","go","175"
"2013-06-01 00:00:00","java","13835"
"2013-06-01 00:00:00","javascript","14511"
"2013-06-01 00:00:00","perl","825"
"2013-06-01 00:00:00","php","12617"
"2013-06-01 00:00:00","python","7561"
"2013-06-01 00:00:00","r","1764"
"2013-06-01 00:00:00","ruby","2216"
"2013-06-01 00:00:00","swift","4"
"2013-07-01 00:00:00","assembly","296"
"2013-07-01 00:00:00","c","2990"
"2013-07-01 00:00:00","c#","14094"
"2013-07-01 00:00:00","c++","6550"
"2013-07-01 00:00:00","delphi","504"
"2013-07-01 00:00:00","go","200"
"2013-07-01 00:00:00","java","15067"
"2013-07-01 00:00:00","javascript","16721"
"2013-07-01 00:00:00","perl","950"
"2013-07-01 00:00:00","php","14224"
"2013-07-01 00:00:00","python","8571"
"2013-07-01 00:00:00","r","1954"
"2013-07-01 00:00:00","ruby","2430"
"2013-07-01 00:00:00","swift","7"
"2013-08-01 00:00:00","assembly","210"
"2013-08-01 00:00:00","c","2994"
"2013-08-01 00:00:00","c#","13782"
"2013-08-01 00:00:00","c++","6222"
"2013-08-01 00:00:00","delphi","448"
"2013-08-01 00:00:00","go","206"
"2013-08-01 00:00:00","java","14957"
"2013-08-01 00:00:00","javascript","16750"
"2013-08-01 00:00:00","perl","831"
"2013-08-01 00:00:00","php","14210"
"2013-08-01 00:00:00","python","7913"
"2013-08-01 00:00:00","r","1912"
"2013-08-01 00:00:00","ruby","2474"
"2013-08-01 00:00:00","swift","4"
"2013-09-01 00:00:00","assembly","290"
"2013-09-01 00:00:00","c","3370"
"2013-09-01 00:00:00","c#","13683"
"2013-09-01 00:00:00","c++","6505"
"2013-09-01 00:00:00","delphi","486"
"2013-09-01 00:00:00","go","237"
"2013-09-01 00:00:00","java","16157"
"2013-09-01 00:00:00","javascript","17602"
"2013-09-01 00:00:00","perl","683"
"2013-09-01 00:00:00","php","14130"
"2013-09-01 00:00:00","python","7924"
"2013-09-01 00:00:00","r","1704"
"2013-09-01 00:00:00","ruby","2382"
"2013-09-01 00:00:00","swift","9"
"2013-10-01 00:00:00","assembly","376"
"2013-10-01 00:00:00","c","4216"
"2013-10-01 00:00:00","c#","15123"
"2013-10-01 00:00:00","c++","7927"
"2013-10-01 00:00:00","delphi","519"
"2013-10-01 00:00:00","go","211"
"2013-10-01 00:00:00","java","18601"
"2013-10-01 00:00:00","javascript","19619"
"2013-10-01 00:00:00","perl","813"
"2013-10-01 00:00:00","php","15195"
"2013-10-01 00:00:00","python","9446"
"2013-10-01 00:00:00","r","2080"
"2013-10-01 00:00:00","ruby","2785"
"2013-10-01 00:00:00","swift","10"
"2013-11-01 00:00:00","assembly","417"
"2013-11-01 00:00:00","c","4253"
"2013-11-01 00:00:00","c#","14510"
"2013-11-01 00:00:00","c++","8076"
"2013-11-01 00:00:00","delphi","458"
"2013-11-01 00:00:00","go","209"
"2013-11-01 00:00:00","java","18613"
"2013-11-01 00:00:00","javascript","18385"
"2013-11-01 00:00:00","perl","820"
"2013-11-01 00:00:00","php","14734"
"2013-11-01 00:00:00","python","9452"
"2013-11-01 00:00:00","r","2173"
"2013-11-01 00:00:00","ruby","2568"
"2013-11-01 00:00:00","swift","5"
"2013-12-01 00:00:00","assembly","355"
"2013-12-01 00:00:00","c","3483"
"2013-12-01 00:00:00","c#","13553"
"2013-12-01 00:00:00","c++","6968"
"2013-12-01 00:00:00","delphi","447"
"2013-12-01 00:00:00","go","240"
"2013-12-01 00:00:00","java","17331"
"2013-12-01 00:00:00","javascript","17934"
"2013-12-01 00:00:00","perl","761"
"2013-12-01 00:00:00","php","14289"
"2013-12-01 00:00:00","python","8406"
"2013-12-01 00:00:00","r","1904"
"2013-12-01 00:00:00","ruby","2432"
"2013-12-01 00:00:00","swift","11"
"2014-01-01 00:00:00","assembly","338"
"2014-01-01 00:00:00","c","3711"
"2014-01-01 00:00:00","c#","15247"
"2014-01-01 00:00:00","c++","7644"
"2014-01-01 00:00:00","delphi","489"
"2014-01-01 00:00:00","go","300"
"2014-01-01 00:00:00","java","18554"
"2014-01-01 00:00:00","javascript","21004"
"2014-01-01 00:00:00","perl","808"
"2014-01-01 00:00:00","php","16653"
"2014-01-01 00:00:00","python","9799"
"2014-01-01 00:00:00","r","2338"
"2014-01-01 00:00:00","ruby","2752"
"2014-01-01 00:00:00","swift","6"
"2014-02-01 00:00:00","assembly","373"
"2014-02-01 00:00:00","c","3955"
"2014-02-01 00:00:00","c#","15053"
"2014-02-01 00:00:00","c++","7625"
"2014-02-01 00:00:00","delphi","490"
"2014-02-01 00:00:00","go","203"
"2014-02-01 00:00:00","java","19105"
"2014-02-01 00:00:00","javascript","21030"
"2014-02-01 00:00:00","perl","787"
"2014-02-01 00:00:00","php","16387"
"2014-02-01 00:00:00","python","9855"
"2014-02-01 00:00:00","r","2612"
"2014-02-01 00:00:00","ruby","2592"
"2014-02-01 00:00:00","swift","12"
"2014-03-01 00:00:00","assembly","448"
"2014-03-01 00:00:00","c","4533"
"2014-03-01 00:00:00","c#","16077"
"2014-03-01 00:00:00","c++","8625"
"2014-03-01 00:00:00","delphi","441"
"2014-03-01 00:00:00","go","254"
"2014-03-01 00:00:00","java","21813"
"2014-03-01 00:00:00","javascript","22518"
"2014-03-01 00:00:00","perl","906"
"2014-03-01 00:00:00","php","18172"
"2014-03-01 00:00:00","python","11366"
"2014-03-01 00:00:00","r","2787"
"2014-03-01 00:00:00","ruby","2939"
"2014-03-01 00:00:00","swift","5"
"2014-04-01 00:00:00","assembly","359"
"2014-04-01 00:00:00","c","3978"
"2014-04-01 00:00:00","c#","15213"
"2014-04-01 00:00:00","c++","8083"
"2014-04-01 00:00:00","delphi","389"
"2014-04-01 00:00:00","go","340"
"2014-04-01 00:00:00","java","20703"
"2014-04-01 00:00:00","javascript","21290"
"2014-04-01 00:00:00","perl","820"
"2014-04-01 00:00:00","php","17483"
"2014-04-01 00:00:00","python","10688"
"2014-04-01 00:00:00","r","2718"
"2014-04-01 00:00:00","ruby","2739"
"2014-04-01 00:00:00","swift","4"
"2014-05-01 00:00:00","assembly","327"
"2014-05-01 00:00:00","c","3238"
"2014-05-01 00:00:00","c#","13811"
"2014-05-01 00:00:00","c++","6736"
"2014-05-01 00:00:00","delphi","468"
"2014-05-01 00:00:00","go","278"
"2014-05-01 00:00:00","java","17816"
"2014-05-01 00:00:00","javascript","19648"
"2014-05-01 00:00:00","perl","793"
"2014-05-01 00:00:00","php","14620"
"2014-05-01 00:00:00","python","9192"
"2014-05-01 00:00:00","r","2574"
"2014-05-01 00:00:00","ruby","2668"
"2014-05-01 00:00:00","swift","9"
"2014-06-01 00:00:00","assembly","265"
"2014-06-01 00:00:00","c","2755"
"2014-06-01 00:00:00","c#","12404"
"2014-06-01 00:00:00","c++","5624"
"2014-06-01 00:00:00","delphi","413"
"2014-06-01 00:00:00","go","288"
"2014-06-01 00:00:00","java","15792"
"2014-06-01 00:00:00","javascript","18182"
"2014-06-01 00:00:00","perl","676"
"2014-06-01 00:00:00","php","12877"
"2014-06-01 00:00:00","python","8871"
"2014-06-01 00:00:00","r","2389"
"2014-06-01 00:00:00","ruby","2326"
"2014-06-01 00:00:00","swift","2382"
"2014-07-01 00:00:00","assembly","214"
"2014-07-01 00:00:00","c","2816"
"2014-07-01 00:00:00","c#","13598"
"2014-07-01 00:00:00","c++","6242"
"2014-07-01 00:00:00","delphi","444"
"2014-07-01 00:00:00","go","450"
"2014-07-01 00:00:00","java","17253"
"2014-07-01 00:00:00","javascript","20001"
"2014-07-01 00:00:00","perl","732"
"2014-07-01 00:00:00","php","14183"
"2014-07-01 00:00:00","python","9874"
"2014-07-01 00:00:00","r","2626"
"2014-07-01 00:00:00","ruby","2548"
"2014-07-01 00:00:00","swift","1630"
"2014-08-01 00:00:00","assembly","183"
"2014-08-01 00:00:00","c","2667"
"2014-08-01 00:00:00","c#","12431"
"2014-08-01 00:00:00","c++","5851"
"2014-08-01 00:00:00","delphi","423"
"2014-08-01 00:00:00","go","405"
"2014-08-01 00:00:00","java","15645"
"2014-08-01 00:00:00","javascript","18346"
"2014-08-01 00:00:00","perl","683"
"2014-08-01 00:00:00","php","13115"
"2014-08-01 00:00:00","python","9083"
"2014-08-01 00:00:00","r","2459"
"2014-08-01 00:00:00","ruby","2455"
"2014-08-01 00:00:00","swift","1687"
"2014-09-01 00:00:00","assembly","279"
"2014-09-01 00:00:00","c","3218"
"2014-09-01 00:00:00","c#","12276"
"2014-09-01 00:00:00","c++","6154"
"2014-09-01 00:00:00","delphi","445"
"2014-09-01 00:00:00","go","391"
"2014-09-01 00:00:00","java","16593"
"2014-09-01 00:00:00","javascript","18025"
"2014-09-01 00:00:00","perl","678"
"2014-09-01 00:00:00","php","13266"
"2014-09-01 00:00:00","python","8734"
"2014-09-01 00:00:00","r","2352"
"2014-09-01 00:00:00","ruby","2262"
"2014-09-01 00:00:00","swift","1891"
"2014-10-01 00:00:00","assembly","388"
"2014-10-01 00:00:00","c","3782"
"2014-10-01 00:00:00","c#","12500"
"2014-10-01 00:00:00","c++","6801"
"2014-10-01 00:00:00","delphi","409"
"2014-10-01 00:00:00","go","380"
"2014-10-01 00:00:00","java","17796"
"2014-10-01 00:00:00","javascript","18826"
"2014-10-01 00:00:00","perl","638"
"2014-10-01 00:00:00","php","13496"
"2014-10-01 00:00:00","python","9546"
"2014-10-01 00:00:00","r","2762"
"2014-10-01 00:00:00","ruby","2339"
"2014-10-01 00:00:00","swift","2459"
"2014-11-01 00:00:00","assembly","382"
"2014-11-01 00:00:00","c","3648"
"2014-11-01 00:00:00","c#","11819"
"2014-11-01 00:00:00","c++","6526"
"2014-11-01 00:00:00","delphi","424"
"2014-11-01 00:00:00","go","335"
"2014-11-01 00:00:00","java","17751"
"2014-11-01 00:00:00","javascript","17901"
"2014-11-01 00:00:00","perl","656"
"2014-11-01 00:00:00","php","12948"
"2014-11-01 00:00:00","python","9540"
"2014-11-01 00:00:00","r","2698"
"2014-11-01 00:00:00","ruby","2106"
"2014-11-01 00:00:00","swift","2548"
"2014-12-01 00:00:00","assembly","323"
"2014-12-01 00:00:00","c","3140"
"2014-12-01 00:00:00","c#","11036"
"2014-12-01 00:00:00","c++","6057"
"2014-12-01 00:00:00","delphi","313"
"2014-12-01 00:00:00","go","349"
"2014-12-01 00:00:00","java","16289"
"2014-12-01 00:00:00","javascript","16902"
"2014-12-01 00:00:00","perl","564"
"2014-12-01 00:00:00","php","12255"
"2014-12-01 00:00:00","python","9013"
"2014-12-01 00:00:00","r","2353"
"2014-12-01 00:00:00","ruby","2141"
"2014-12-01 00:00:00","swift","2478"
"2015-01-01 00:00:00","assembly","332"
"2015-01-01 00:00:00","c","3202"
"2015-01-01 00:00:00","c#","11709"
"2015-01-01 00:00:00","c++","6111"
"2015-01-01 00:00:00","delphi","378"
"2015-01-01 00:00:00","go","468"
"2015-01-01 00:00:00","java","16475"
"2015-01-01 00:00:00","javascript","18450"
"2015-01-01 00:00:00","perl","588"
"2015-01-01 00:00:00","php","13536"
"2015-01-01 00:00:00","python","9655"
"2015-01-01 00:00:00","r","2677"
"2015-01-01 00:00:00","ruby","2418"
"2015-01-01 00:00:00","swift","3042"
"2015-02-01 00:00:00","assembly","356"
"2015-02-01 00:00:00","c","3355"
"2015-02-01 00:00:00","c#","11765"
"2015-02-01 00:00:00","c++","6451"
"2015-02-01 00:00:00","delphi","414"
"2015-02-01 00:00:00","go","381"
"2015-02-01 00:00:00","java","16694"
"2015-02-01 00:00:00","javascript","18587"
"2015-02-01 00:00:00","perl","564"
"2015-02-01 00:00:00","php","13460"
"2015-02-01 00:00:00","python","10175"
"2015-02-01 00:00:00","r","2965"
"2015-02-01 00:00:00","ruby","2254"
"2015-02-01 00:00:00","swift","3229"
"2015-03-01 00:00:00","assembly","382"
"2015-03-01 00:00:00","c","3911"
"2015-03-01 00:00:00","c#","13227"
"2015-03-01 00:00:00","c++","7371"
"2015-03-01 00:00:00","delphi","409"
"2015-03-01 00:00:00","go","468"
"2015-03-01 00:00:00","java","19682"
"2015-03-01 00:00:00","javascript","20452"
"2015-03-01 00:00:00","perl","638"
"2015-03-01 00:00:00","php","14843"
"2015-03-01 00:00:00","python","11567"
"2015-03-01 00:00:00","r","3555"
"2015-03-01 00:00:00","ruby","2454"
"2015-03-01 00:00:00","swift","3585"
"2015-04-01 00:00:00","assembly","437"
"2015-04-01 00:00:00","c","3945"
"2015-04-01 00:00:00","c#","13051"
"2015-04-01 00:00:00","c++","7123"
"2015-04-01 00:00:00","delphi","388"
"2015-04-01 00:00:00","go","388"
"2015-04-01 00:00:00","java","19727"
"2015-04-01 00:00:00","javascript","20845"
"2015-04-01 00:00:00","perl","574"
"2015-04-01 00:00:00","php","14899"
"2015-04-01 00:00:00","python","11396"
"2015-04-01 00:00:00","r","3321"
"2015-04-01 00:00:00","ruby","2499"
"2015-04-01 00:00:00","swift","4005"
"2015-05-01 00:00:00","assembly","367"
"2015-05-01 00:00:00","c","3513"
"2015-05-01 00:00:00","c#","13322"
"2015-05-01 00:00:00","c++","6797"
"2015-05-01 00:00:00","delphi","400"
"2015-05-01 00:00:00","go","396"
"2015-05-01 00:00:00","java","18480"
"2015-05-01 00:00:00","javascript","22063"
"2015-05-01 00:00:00","perl","527"
"2015-05-01 00:00:00","php","14506"
"2015-05-01 00:00:00","python","11189"
"2015-05-01 00:00:00","r","3417"
"2015-05-01 00:00:00","ruby","2499"
"2015-05-01 00:00:00","swift","3786"
"2015-06-01 00:00:00","assembly","267"
"2015-06-01 00:00:00","c","3161"
"2015-06-01 00:00:00","c#","13494"
"2015-06-01 00:00:00","c++","6503"
"2015-06-01 00:00:00","delphi","388"
"2015-06-01 00:00:00","go","421"
"2015-06-01 00:00:00","java","17786"
"2015-06-01 00:00:00","javascript","22541"
"2015-06-01 00:00:00","perl","570"
"2015-06-01 00:00:00","php","14289"
"2015-06-01 00:00:00","python","11766"
"2015-06-01 00:00:00","r","3416"
"2015-06-01 00:00:00","ruby","2570"
"2015-06-01 00:00:00","swift","4314"
"2015-07-01 00:00:00","assembly","260"
"2015-07-01 00:00:00","c","2804"
"2015-07-01 00:00:00","c#","14074"
"2015-07-01 00:00:00","c++","6688"
"2015-07-01 00:00:00","delphi","385"
"2015-07-01 00:00:00","go","465"
"2015-07-01 00:00:00","java","18614"
"2015-07-01 00:00:00","javascript","23879"
"2015-07-01 00:00:00","perl","578"
"2015-07-01 00:00:00","php","15288"
"2015-07-01 00:00:00","python","12284"
"2015-07-01 00:00:00","r","3975"
"2015-07-01 00:00:00","ruby","2578"
"2015-07-01 00:00:00","swift","5136"
"2015-08-01 00:00:00","assembly","219"
"2015-08-01 00:00:00","c","2568"
"2015-08-01 00:00:00","c#","13201"
"2015-08-01 00:00:00","c++","5859"
"2015-08-01 00:00:00","delphi","385"
"2015-08-01 00:00:00","go","448"
"2015-08-01 00:00:00","java","17036"
"2015-08-01 00:00:00","javascript","22093"
"2015-08-01 00:00:00","perl","552"
"2015-08-01 00:00:00","php","14175"
"2015-08-01 00:00:00","python","11200"
"2015-08-01 00:00:00","r","3490"
"2015-08-01 00:00:00","ruby","2309"
"2015-08-01 00:00:00","swift","5073"
"2015-09-01 00:00:00","assembly","256"
"2015-09-01 00:00:00","c","3080"
"2015-09-01 00:00:00","c#","12902"
"2015-09-01 00:00:00","c++","5902"
"2015-09-01 00:00:00","delphi","358"
"2015-09-01 00:00:00","go","419"
"2015-09-01 00:00:00","java","16893"
"2015-09-01 00:00:00","javascript","21329"
"2015-09-01 00:00:00","perl","464"
"2015-09-01 00:00:00","php","13461"
"2015-09-01 00:00:00","python","10938"
"2015-09-01 00:00:00","r","3322"
"2015-09-01 00:00:00","ruby","2153"
"2015-09-01 00:00:00","swift","4535"
"2015-10-01 00:00:00","assembly","429"
"2015-10-01 00:00:00","c","3671"
"2015-10-01 00:00:00","c#","12769"
"2015-10-01 00:00:00","c++","7032"
"2015-10-01 00:00:00","delphi","421"
"2015-10-01 00:00:00","go","425"
"2015-10-01 00:00:00","java","18484"
"2015-10-01 00:00:00","javascript","21736"
"2015-10-01 00:00:00","perl","495"
"2015-10-01 00:00:00","php","13838"
"2015-10-01 00:00:00","python","12451"
"2015-10-01 00:00:00","r","3671"
"2015-10-01 00:00:00","ruby","2186"
"2015-10-01 00:00:00","swift","4287"
"2015-11-01 00:00:00","assembly","401"
"2015-11-01 00:00:00","c","3603"
"2015-11-01 00:00:00","c#","12343"
"2015-11-01 00:00:00","c++","7075"
"2015-11-01 00:00:00","delphi","388"
"2015-11-01 00:00:00","go","432"
"2015-11-01 00:00:00","java","17709"
"2015-11-01 00:00:00","javascript","21188"
"2015-11-01 00:00:00","perl","463"
"2015-11-01 00:00:00","php","13233"
"2015-11-01 00:00:00","python","12258"
"2015-11-01 00:00:00","r","3531"
"2015-11-01 00:00:00","ruby","1953"
"2015-11-01 00:00:00","swift","4307"
"2015-12-01 00:00:00","assembly","351"
"2015-12-01 00:00:00","c","3082"
"2015-12-01 00:00:00","c#","12107"
"2015-12-01 00:00:00","c++","6548"
"2015-12-01 00:00:00","delphi","315"
"2015-12-01 00:00:00","go","418"
"2015-12-01 00:00:00","java","16489"
"2015-12-01 00:00:00","javascript","21006"
"2015-12-01 00:00:00","perl","477"
"2015-12-01 00:00:00","php","13652"
"2015-12-01 00:00:00","python","11618"
"2015-12-01 00:00:00","r","3176"
"2015-12-01 00:00:00","ruby","2027"
"2015-12-01 00:00:00","swift","4362"
"2016-01-01 00:00:00","assembly","247"
"2016-01-01 00:00:00","c","3037"
"2016-01-01 00:00:00","c#","12333"
"2016-01-01 00:00:00","c++","6090"
"2016-01-01 00:00:00","delphi","318"
"2016-01-01 00:00:00","go","494"
"2016-01-01 00:00:00","java","16564"
"2016-01-01 00:00:00","javascript","22437"
"2016-01-01 00:00:00","perl","445"
"2016-01-01 00:00:00","php","14474"
"2016-01-01 00:00:00","python","12316"
"2016-01-01 00:00:00","r","3529"
"2016-01-01 00:00:00","ruby","2141"
"2016-01-01 00:00:00","swift","4768"
"2016-02-01 00:00:00","assembly","347"
"2016-02-01 00:00:00","c","3271"
"2016-02-01 00:00:00","c#","12702"
"2016-02-01 00:00:00","c++","6546"
"2016-02-01 00:00:00","delphi","355"
"2016-02-01 00:00:00","go","540"
"2016-02-01 00:00:00","java","17792"
"2016-02-01 00:00:00","javascript","22400"
"2016-02-01 00:00:00","perl","500"
"2016-02-01 00:00:00","php","14839"
"2016-02-01 00:00:00","python","13219"
"2016-02-01 00:00:00","r","3583"
"2016-02-01 00:00:00","ruby","2246"
"2016-02-01 00:00:00","swift","4739"
"2016-03-01 00:00:00","assembly","436"
"2016-03-01 00:00:00","c","3436"
"2016-03-01 00:00:00","c#","13569"
"2016-03-01 00:00:00","c++","7002"
"2016-03-01 00:00:00","delphi","338"
"2016-03-01 00:00:00","go","593"
"2016-03-01 00:00:00","java","19824"
"2016-03-01 00:00:00","javascript","24008"
"2016-03-01 00:00:00","perl","467"
"2016-03-01 00:00:00","php","15035"
"2016-03-01 00:00:00","python","14038"
"2016-03-01 00:00:00","r","4039"
"2016-03-01 00:00:00","ruby","2255"
"2016-03-01 00:00:00","swift","5061"
"2016-04-01 00:00:00","assembly","413"
"2016-04-01 00:00:00","c","3348"
"2016-04-01 00:00:00","c#","13674"
"2016-04-01 00:00:00","c++","6877"
"2016-04-01 00:00:00","delphi","325"
"2016-04-01 00:00:00","go","602"
"2016-04-01 00:00:00","java","19407"
"2016-04-01 00:00:00","javascript","23367"
"2016-04-01 00:00:00","perl","492"
"2016-04-01 00:00:00","php","14381"
"2016-04-01 00:00:00","python","13603"
"2016-04-01 00:00:00","r","4117"
"2016-04-01 00:00:00","ruby","2212"
"2016-04-01 00:00:00","swift","4738"
"2016-05-01 00:00:00","assembly","324"
"2016-05-01 00:00:00","c","2716"
"2016-05-01 00:00:00","c#","13469"
"2016-05-01 00:00:00","c++","6119"
"2016-05-01 00:00:00","delphi","337"
"2016-05-01 00:00:00","go","578"
"2016-05-01 00:00:00","java","16959"
"2016-05-01 00:00:00","javascript","22929"
"2016-05-01 00:00:00","perl","485"
"2016-05-01 00:00:00","php","14372"
"2016-05-01 00:00:00","python","13074"
"2016-05-01 00:00:00","r","3793"
"2016-05-01 00:00:00","ruby","2129"
"2016-05-01 00:00:00","swift","4401"
"2016-06-01 00:00:00","assembly","290"
"2016-06-01 00:00:00","c","2296"
"2016-06-01 00:00:00","c#","13033"
"2016-06-01 00:00:00","c++","5701"
"2016-06-01 00:00:00","delphi","281"
"2016-06-01 00:00:00","go","547"
"2016-06-01 00:00:00","java","15887"
"2016-06-01 00:00:00","javascript","22113"
"2016-06-01 00:00:00","perl","434"
"2016-06-01 00:00:00","php","13584"
"2016-06-01 00:00:00","python","12885"
"2016-06-01 00:00:00","r","3858"
"2016-06-01 00:00:00","ruby","2103"
"2016-06-01 00:00:00","swift","4786"
"2016-07-01 00:00:00","assembly","202"
"2016-07-01 00:00:00","c","2345"
"2016-07-01 00:00:00","c#","11977"
"2016-07-01 00:00:00","c++","5455"
"2016-07-01 00:00:00","delphi","242"
"2016-07-01 00:00:00","go","536"
"2016-07-01 00:00:00","java","14907"
"2016-07-01 00:00:00","javascript","22173"
"2016-07-01 00:00:00","perl","413"
"2016-07-01 00:00:00","php","12878"
"2016-07-01 00:00:00","python","12796"
"2016-07-01 00:00:00","r","3744"
"2016-07-01 00:00:00","ruby","1898"
"2016-07-01 00:00:00","swift","4924"
"2016-08-01 00:00:00","assembly","256"
"2016-08-01 00:00:00","c","2208"
"2016-08-01 00:00:00","c#","12700"
"2016-08-01 00:00:00","c++","5008"
"2016-08-01 00:00:00","delphi","338"
"2016-08-01 00:00:00","go","569"
"2016-08-01 00:00:00","java","15152"
"2016-08-01 00:00:00","javascript","22626"
"2016-08-01 00:00:00","perl","460"
"2016-08-01 00:00:00","php","12859"
"2016-08-01 00:00:00","python","12886"
"2016-08-01 00:00:00","r","3783"
"2016-08-01 00:00:00","ruby","1875"
"2016-08-01 00:00:00","swift","4895"
"2016-09-01 00:00:00","assembly","335"
"2016-09-01 00:00:00","c","2505"
"2016-09-01 00:00:00","c#","11089"
"2016-09-01 00:00:00","c++","5125"
"2016-09-01 00:00:00","delphi","287"
"2016-09-01 00:00:00","go","510"
"2016-09-01 00:00:00","java","14620"
"2016-09-01 00:00:00","javascript","20416"
"2016-09-01 00:00:00","perl","461"
"2016-09-01 00:00:00","php","12101"
"2016-09-01 00:00:00","python","12321"
"2016-09-01 00:00:00","r","3300"
"2016-09-01 00:00:00","ruby","1923"
"2016-09-01 00:00:00","swift","4848"
"2016-10-01 00:00:00","assembly","398"
"2016-10-01 00:00:00","c","3203"
"2016-10-01 00:00:00","c#","11437"
"2016-10-01 00:00:00","c++","5959"
"2016-10-01 00:00:00","delphi","268"
"2016-10-01 00:00:00","go","531"
"2016-10-01 00:00:00","java","15293"
"2016-10-01 00:00:00","javascript","20407"
"2016-10-01 00:00:00","perl","401"
"2016-10-01 00:00:00","php","12222"
"2016-10-01 00:00:00","python","13476"
"2016-10-01 00:00:00","r","3781"
"2016-10-01 00:00:00","ruby","1817"
"2016-10-01 00:00:00","swift","4723"
"2016-11-01 00:00:00","assembly","411"
"2016-11-01 00:00:00","c","3257"
"2016-11-01 00:00:00","c#","11635"
"2016-11-01 00:00:00","c++","6060"
"2016-11-01 00:00:00","delphi","274"
"2016-11-01 00:00:00","go","476"
"2016-11-01 00:00:00","java","15622"
